ImageId,EncodedPixels
test_mask_863,15334 1 15815 9 15825 7 15833 3 15837 31 16059 1 16061 58 16309 58 16562 57 16813 56 17059 2 17063 54 17309 3 17313 54 17368 2 17560 61 17800 71 18049 72 18299 72 18549 71 18799 71 19041 1 19048 66 19118 2 19298 65 19368 2 19541 1 19548 66 19617 4 19791 1 19794 1 19796 67 20040 58 20100 5 20291 57 20540 58 20791 58 21041 59 21290 59 21540 58 21599 1 21601 4 21790 62 21853 1 22040 42 22083 3 22087 3 22093 1 22096 2 22287 37 22538 36 22788 36 23038 36 23287 36 23538 35 23786 37 24033 40 24282 40 24532 40 24782 40 25032 40 25282 40 25532 40 25782 36 25820 2 26032 35 26282 34 26532 33 26782 33 27032 33 27282 33 27532 33 27777 1 27781 34 28027 38 28281 34 28531 34 28777 1 28782 33 29027 1 29030 35 29277 1 29281 34 29527 1 29531 34 29777 2 29780 35 30026 39 30278 37 30526 2 30529 1 30531 34 30777 1 30781 34 31027 1 31030 35 31277 2 31280 35 31527 1 31529 1 31531 34 31777 2 31780 35 32027 38 32278 37 32529 1 32531 34 32777 1 32781 34 33027 1 33030 35 33277 1 33281 34 33527 1 33531 34 33777 2 33780 35 34027 38 34278 2 34281 34 34527 1 34532 33 34777 1 34782 33 35027 1 35031 34 35277 1 35282 33 35527 1 35532 33 35777 2 35780 35 36027 38 36277 1 36282 33 36319 1 36527 1 36532 33 36777 1 36782 33 37032 33 37282 34 37532 40 37782 41 38033 40 38284 39 38535 38 38787 36 39037 36 39286 37 39536 38 39576 1 39784 1 39786 45 40040 50 40290 50 40540 50 40790 50 41040 50 41094 2 41290 50 41540 50 41790 58 42040 3 42044 1 42046 60 42291 1 42296 1 42298 64 42541 1 42548 65 42798 65 43041 1 43048 65 43291 1 43294 1 43296 67 43544 1 43548 65 43795 1 43797 67 44044 1 44047 72 44303 2 44306 60 44367 2 44556 63 44806 60 44868 1 45057 5 45063 54 45118 2 45307 63 45557 63 45807 59 46057 56 46316 2 46319 43 46572 40 46822 39 47072 38 47321 38 47572 37 47830 1 47833 3 47837 2 47845 2 47853 4
test_mask_864,15087 1 15334 1 15349 1 15815 37 15853 24 16058 70 16308 65 16374 1 16558 70 16808 64 16874 4 17057 65 17124 4 17308 64 17374 4 17559 70 17799 81 17884 2 18049 80 18299 80 18549 80 18799 79 19041 1 19043 1 19048 77 19291 1 19293 1 19298 77 19540 3 19548 81 19790 84 19875 3 20040 72 20290 65 20540 65 20790 65 21040 66 21290 66 21540 66 21790 60 21851 4 22040 50 22092 2 22095 2 22288 39 22538 37 22576 1 22790 34 23040 34 23290 33 23540 33 23790 33 24035 38 24284 39 24533 40 24783 39 25033 39 25283 39 25532 40 25782 40 26032 40 26282 40 26532 38 26782 35 27031 35 27281 34 27531 35 27777 1 27781 35 28026 39 28277 38 28527 38 28777 2 28780 35 29026 2 29030 35 29277 2 29280 35 29527 38 29777 38 30025 40 30277 38 30526 39 30777 1 30779 36 31027 38 31277 38 31526 39 31777 38 32025 40 32277 38 32527 38 32777 1 32780 35 33026 2 33029 36 33277 2 33280 35 33527 38 33777 38 34026 39 34277 38 34527 38 34777 38 35026 39 35277 38 35527 38 35777 38 36026 40 36068 3 36277 3 36281 35 36527 1 36532 34 36776 2 36782 33 37027 1 37032 34 37282 34 37532 39 37782 40 38032 41 38282 41 38533 40 38783 40 39033 40 39283 40 39533 40 39783 44 40038 43 40156 3 40290 41 40407 2 40540 41 40655 4 40790 41 40905 3 41040 41 41155 2 41290 41 41405 2 41540 41 41655 4 41790 50 41905 4 42040 65 42153 8 42291 64 42360 1 42403 8 42541 1 42548 58 42608 4 42651 10 42791 1 42798 59 42859 3 42901 11 43041 2 43048 58 43110 2 43151 11 43290 5 43296 61 43360 1 43401 11 43548 65 43651 12 43798 66 43899 15 44049 71 44149 16 44307 62 44400 13 44556 64 44651 12 44804 1 44806 63 44901 11 45057 60 45152 9 45307 62 45403 8 45557 63 45653 9 45807 63 45904 9 46059 58 46155 7 46318 1 46321 41 46408 2 46572 40 46658 2 46822 40 46908 2 47072 40 47322 41 47572 41 47658 1 47830 1 47837 2 47845 2
test_mask_865,15813 48 16058 55 16308 55 16559 54 16810 53 17059 54 17309 54 17560 53 17800 63 18049 64 18298 65 18549 64 18799 64 18868 1 19041 1 19048 64 19298 65 19541 1 19548 65 19794 1 19796 67 20040 58 20291 57 20540 50 20592 2 20595 2 20791 57 21041 57 21291 57 21540 50 21591 7 21790 57 22040 42 22083 3 22087 3 22289 35 22538 36 22784 1 22788 36 23034 3 23038 36 23284 1 23288 35 23533 4 23538 35 23782 41 24032 41 24282 41 24532 40 24782 40 25032 40 25282 40 25532 40 25782 40 26027 2 26031 38 26070 2 26280 37 26531 35 26781 35 27030 35 27280 35 27531 34 27780 35 28027 38 28278 1 28280 35 28530 35 28777 1 28780 35 29027 1 29030 35 29280 35 29527 1 29531 34 29777 1 29780 35 30026 3 30030 35 30278 1 30280 35 30530 35 30780 35 31027 1 31030 35 31278 1 31280 35 31531 34 31777 2 31780 35 32026 39 32278 1 32280 35 32526 1 32530 35 32780 35 33027 1 33030 35 33278 1 33280 35 33527 1 33530 35 33777 38 34027 38 34278 1 34280 35 34527 1 34530 35 34777 1 34780 35 35030 35 35281 34 35531 34 35777 2 35780 35 36027 38 36281 34 36532 33 36782 33 37032 33 37282 34 37532 39 37782 41 38032 41 38282 41 38533 40 38784 39 39036 37 39284 1 39286 37 39534 39 39784 47 40040 50 40290 50 40540 50 40593 2 40790 50 41040 50 41290 50 41540 50 41790 58 42040 3 42044 62 42291 1 42296 1 42298 64 42541 1 42548 65 42798 65 43041 1 43048 65 43294 1 43296 67 43543 3 43547 66 43792 4 43797 66 44044 1 44046 74 44302 64 44367 3 44555 62 44618 1 44804 61 45056 61 45118 1 45306 63 45556 63 45806 61 46057 56 46115 2 46315 3 46322 36 46359 3 46572 33 46606 1 46609 3 46822 36 46859 3 47072 36 47109 3 47322 36 47359 1 47572 36 47829 2 47833 3 47838 1 47846 1
test_mask_866,15814 50 15865 2 16059 1 16061 57 16308 60 16558 61 16808 62 17059 61 17309 62 17559 62 17799 73 18049 72 18299 73 18549 73 18799 74 19041 1 19048 74 19298 73 19541 1 19548 74 19791 1 19794 1 19796 75 20040 73 20290 73 20540 72 20791 72 21040 73 21290 72 21540 72 21790 72 22035 46 22084 5 22092 5 22284 40 22534 40 22785 39 23034 40 23284 39 23533 40 23783 40 24032 41 24282 40 24532 40 24782 40 25032 40 25276 2 25282 40 25527 1 25532 40 25777 1 25782 38 25821 1 26026 3 26032 36 26277 2 26281 36 26527 2 26531 35 26777 1 26781 34 27027 1 27031 34 27277 2 27280 35 27527 2 27531 34 27777 1 27780 35 28026 39 28278 37 28531 34 28781 34 29031 34 29281 34 29531 34 29780 35 30026 3 30030 35 30280 35 30526 1 30531 34 30780 35 31027 1 31030 35 31278 1 31280 35 31531 34 31777 2 31780 35 32026 3 32030 35 32278 1 32280 35 32530 35 32780 35 33030 35 33280 35 33531 34 33777 2 33780 35 34028 1 34030 35 34281 34 34531 34 34781 34 35030 35 35281 34 35532 33 35780 35 36028 1 36031 34 36282 34 36532 33 36782 33 37032 33 37282 34 37532 39 37782 40 38032 41 38283 40 38534 39 38784 39 39038 35 39286 37 39534 40 39784 1 39786 41 39830 1 39836 11 40040 65 40290 65 40541 64 40790 66 41040 65 41290 65 41540 65 41790 72 42040 81 42291 2 42294 1 42296 82 42541 1 42548 81 42798 81 43048 81 43291 1 43294 1 43296 82 43548 80 43798 80 44049 80 44307 73 44557 73 44807 73 45057 74 45308 74 45557 75 45807 72 45880 1 46061 67 46131 1 46323 1 46325 52 46575 46 46625 2 46827 45 46875 3 47077 5 47083 3 47087 1 47090 33 47126 1 47323 1 47327 5 47335 4 47341 32 47376 1 47573 1 47577 6 47588 2 47592 33 47627 1 47861 2
test_mask_867,15815 40 16058 48 16308 48 16558 47 16808 47 17057 48 17308 48 17559 47 17610 2 17799 63 18040 3 18048 64 18290 4 18298 64 18541 1 18548 65 18791 1 18798 65 19041 1 19048 61 19110 2 19298 61 19360 3 19541 1 19548 65 19791 1 19794 1 19796 66 20040 58 20290 51 20342 5 20540 50 20592 5 20790 58 21040 52 21093 3 21290 50 21540 50 21593 1 21595 1 21790 50 21843 1 22037 53 22092 2 22096 1 22287 44 22538 47 22789 50 22843 1 22845 1 23040 65 23290 65 23540 66 23610 2 23789 66 24034 56 24284 56 24533 57 24783 58 25033 59 25094 1 25283 59 25343 3 25533 63 25783 57 25843 1 26032 44 26077 1 26079 1 26084 1 26088 1 26282 43 26532 42 26782 42 27032 42 27282 41 27532 41 27782 41 28027 1 28032 41 28277 1 28282 41 28527 1 28532 41 28776 2 28782 41 29026 2 29032 41 29277 1 29282 41 29526 2 29532 41 29775 3 29781 42 30025 4 30030 42 30277 2 30281 36 30318 4 30526 2 30529 1 30532 33 30570 1 30776 2 30782 33 31025 3 31032 33 31277 2 31282 33 31526 2 31529 1 31532 33 31776 3 31780 35 32025 40 32277 3 32281 34 32526 2 32529 1 32532 33 32775 3 32782 33 33026 2 33032 33 33277 2 33282 33 33525 5 33532 33 33775 40 34026 39 34277 3 34282 33 34527 3 34532 33 34777 1 34779 1 34782 33 35026 39 35277 38 35525 40 35775 40 36026 39 36277 3 36282 33 36526 2 36529 1 36532 33 36775 3 36782 33 37027 2 37032 33 37276 4 37282 33 37525 4 37532 33 37775 40 38027 2 38032 33 38276 2 38282 33 38527 1 38532 33 38776 2 38782 33 39027 1 39032 33 39277 1 39282 33 39527 1 39532 41 39776 2 39782 42 39826 1 40032 50 40282 50 40532 49 40586 1 40782 49 41032 49 41282 49 41532 50 41587 2 41782 58 42033 72 42283 1 42285 70 42540 65 42790 66 43040 65 43290 66 43541 5 43547 60 43794 2 43797 65 44049 71 44307 59 44367 2 44557 59 44807 58 45057 59 45308 59 45558 60 45807 1 45809 58 46061 56 46322 40 46573 32 46609 3 46823 1 46825 33 46859 3 47075 37 47325 37 47572 2 47576 25 47603 6 47611 1 47830 1 47837 2 47845 2 47854 1
test_mask_868,15814 47 16058 3 16062 51 16308 55 16557 56 16807 56 17057 56 17308 55 17558 56 17619 1 17798 73 18040 4 18047 67 18290 73 18540 4 18546 69 18616 1 18618 1 18791 3 18798 67 18867 3 19041 4 19047 66 19291 3 19295 1 19298 65 19541 3 19547 68 19617 3 19790 73 20033 2 20040 58 20283 2 20290 58 20533 1 20540 58 20790 58 21040 58 21283 1 21290 58 21533 1 21540 50 21591 6 21783 1 21790 57 22033 2 22040 42 22083 3 22087 3 22283 2 22290 37 22540 35 22790 35 23041 4 23047 27 23291 3 23298 26 23540 4 23547 26 23790 33 24032 4 24040 33 24282 41 24532 41 24782 41 25032 41 25282 41 25532 41 25782 41 26027 1 26032 41 26282 40 26532 40 26782 40 27032 40 27277 1 27282 40 27527 1 27532 37 27777 2 27781 38 28026 43 28277 2 28281 36 28527 3 28531 35 28776 2 28779 1 28782 34 28819 1 29025 3 29029 37 29277 2 29280 36 29527 3 29531 35 29775 41 30025 41 30277 2 30281 35 30526 2 30531 34 30775 3 30782 33 31025 4 31030 35 31277 2 31280 35 31526 4 31531 34 31775 40 32025 40 32277 38 32526 2 32529 1 32531 34 32775 3 32781 34 33026 2 33029 36 33277 38 33526 4 33531 34 33775 40 34026 39 34277 2 34281 34 34526 2 34532 33 34775 3 34782 33 35026 3 35030 35 35277 3 35281 34 35527 38 35777 38 35818 1 36026 39 36068 2 36277 2 36282 34 36319 2 36527 1 36532 34 36569 1 36775 3 36782 33 37027 1 37032 34 37277 1 37282 34 37318 1 37532 40 37775 1 37782 41 38032 41 38282 41 38532 41 38783 40 39033 2 39036 37 39284 1 39286 38 39533 44 39784 47 40038 1 40040 50 40290 50 40540 50 40790 50 41040 50 41290 50 41540 50 41790 57 42040 66 42291 4 42296 66 42541 1 42548 65 42798 65 43041 1 43048 65 43290 5 43296 66 43543 3 43548 64 43792 4 43797 66 44042 1 44044 1 44046 1 44048 67 44303 1 44306 60 44556 60 44804 62 45053 63 45303 63 45553 63 45805 61 46057 56 46323 39 46573 39 46823 1 46825 37 47075 37 47323 1 47325 37 47572 2 47577 35 47835 1 47838 1 47844 12
test_mask_869,15334 1 15815 17 15833 3 15837 31 16058 60 16308 60 16558 60 16807 1 16810 1 16812 54 17058 57 17308 56 17559 54 17799 66 17866 5 18049 65 18292 1 18299 64 18549 64 18616 4 18799 66 18867 3 19041 1 19048 64 19298 65 19541 1 19548 66 19790 5 19796 67 20040 58 20290 51 20343 2 20540 50 20790 52 21040 52 21093 3 21290 51 21344 1 21534 1 21540 50 21591 1 21593 4 21783 1 21785 3 21790 54 21845 1 22032 54 22087 3 22282 42 22532 42 22782 42 23032 42 23282 41 23532 41 23782 41 24032 41 24278 1 24281 42 24528 1 24531 42 24777 1 24782 40 25027 1 25032 40 25276 3 25281 41 25527 2 25531 41 25777 45 26027 45 26276 46 26527 3 26531 36 26568 3 26777 1 26779 1 26781 35 27027 1 27029 36 27277 38 27527 38 27777 38 28026 39 28277 38 28527 1 28529 1 28531 34 28777 1 28781 34 29026 2 29030 35 29277 2 29281 34 29526 2 29529 1 29531 34 29777 38 30025 40 30277 38 30526 2 30529 1 30531 34 30777 1 30779 36 31026 2 31030 35 31277 2 31280 35 31527 1 31529 1 31531 34 31777 38 32026 39 32278 37 32526 2 32529 1 32531 34 32777 1 32782 33 33027 1 33031 34 33277 2 33281 34 33527 3 33531 34 33777 38 34026 39 34277 38 34527 1 34529 1 34532 33 34777 1 34782 33 35027 2 35030 35 35277 38 35527 38 35777 38 35818 2 36027 39 36068 3 36277 3 36282 34 36318 3 36527 1 36532 34 36568 2 36777 1 36782 33 37027 1 37032 33 37282 34 37532 39 37782 41 38032 41 38283 40 38534 39 38784 39 39036 37 39286 37 39534 40 39576 1 39784 47 40038 1 40040 50 40290 50 40540 50 40593 1 40790 50 41040 50 41092 1 41094 2 41290 50 41540 50 41592 1 41790 58 42040 66 42291 2 42298 64 42541 1 42548 65 42798 65 43041 1 43048 65 43290 2 43294 1 43296 67 43548 65 43798 65 44044 1 44048 67 44116 1 44118 1 44307 59 44556 60 44806 59 45057 5 45063 53 45307 60 45557 60 45807 60 46061 52 46322 40 46572 39 46822 39 47075 35 47325 34 47572 2 47576 32 47834 2 47838 1 47845 2 47848 4 47853 2
test_mask_870,14583 2 15079 1 15087 1 15330 1 15333 3 15337 1 15341 1 15349 2 15815 18 15834 33 15868 1 16059 3 16063 57 16309 61 16558 2 16562 59 16813 57 17058 3 17062 58 17308 62 17559 61 17799 72 18049 67 18117 3 18299 66 18368 2 18549 66 18616 5 18799 72 19041 1 19048 65 19115 2 19118 2 19298 65 19368 2 19541 1 19548 66 19618 2 19790 5 19796 67 20040 58 20101 1 20103 2 20290 58 20540 58 20791 58 21041 57 21290 58 21540 58 21599 1 21602 2 21790 60 22040 42 22083 3 22087 3 22096 1 22288 37 22326 1 22538 36 22788 36 23039 35 23289 34 23538 35 23786 37 24034 39 24283 39 24533 39 24783 39 25032 40 25282 40 25532 40 25782 40 26032 36 26282 35 26532 34 26782 33 27032 33 27277 1 27282 33 27527 1 27532 33 27777 1 27781 34 28026 39 28277 3 28281 34 28526 2 28529 1 28531 34 28777 1 28779 1 28781 34 29026 2 29029 36 29277 2 29280 35 29527 3 29531 34 29775 40 30025 40 30277 38 30526 4 30531 34 30777 1 30779 1 30781 34 31025 40 31277 38 31526 4 31531 34 31777 38 32025 40 32277 38 32527 1 32529 1 32531 34 32777 1 32781 34 33026 3 33030 35 33277 2 33281 34 33527 3 33531 34 33777 38 34026 39 34277 38 34527 1 34531 34 34777 1 34781 34 35027 2 35030 35 35277 2 35280 35 35527 3 35531 35 35777 39 36026 40 36277 3 36281 35 36527 1 36532 34 36777 1 36782 34 37032 34 37282 35 37321 2 37532 41 37782 42 38032 44 38283 44 38533 1 38535 2 38538 39 38787 39 39038 39 39287 40 39534 1 39536 41 39578 1 39784 48 40040 49 40092 6 40290 57 40541 56 40790 51 40842 5 41040 57 41290 57 41540 58 41790 61 42040 65 42291 2 42294 1 42296 61 42360 1 42541 1 42548 60 42609 3 42798 60 43041 1 43048 61 43291 1 43294 1 43296 62 43543 3 43548 61 43792 4 43797 63 44044 1 44048 63 44307 55 44558 54 44807 55 45057 56 45307 56 45557 56 45807 55 46059 51 46322 33 46577 28 46829 4 46834 21 47079 3 47086 3 47091 14 47329 3 47337 2 47341 14 47579 3 47588 2 47592 13 47845 2
test_mask_871,15334 1 15813 20 15834 2 15837 3 15841 27 16059 60 16309 59 16559 1 16561 58 16810 58 17059 57 17309 56 17559 55 17617 3 17799 72 18049 71 18292 1 18298 67 18366 4 18541 1 18549 71 18799 66 18867 3 19041 1 19048 65 19298 65 19541 1 19548 66 19617 3 19791 1 19793 2 19796 67 20040 58 20101 1 20290 51 20342 6 20540 51 20592 5 20791 57 21041 57 21290 58 21540 50 21591 7 21602 1 21790 58 22040 51 22096 1 22288 36 22538 36 22788 36 23039 35 23289 34 23539 34 23787 36 24033 40 24283 40 24533 40 24782 40 25032 40 25282 40 25532 40 25782 40 26032 40 26282 37 26321 1 26532 35 26782 34 27032 33 27282 33 27532 33 27782 33 28027 2 28031 34 28278 2 28281 34 28529 1 28531 34 28777 1 28780 35 29027 1 29030 35 29281 34 29527 1 29531 34 29777 38 30027 38 30278 37 30526 39 30777 1 30779 36 31026 2 31029 36 31277 2 31280 35 31527 3 31531 34 31777 38 32026 39 32277 38 32526 2 32529 1 32531 34 32777 1 32781 34 33026 2 33030 35 33277 2 33281 34 33527 1 33529 1 33531 34 33777 38 34026 39 34277 38 34527 3 34531 34 34777 1 34779 36 35027 38 35277 38 35527 38 35777 38 36026 39 36068 3 36277 3 36281 34 36319 2 36527 1 36532 33 36569 2 36776 2 36782 33 37027 1 37032 34 37282 34 37532 40 37782 41 38032 42 38282 42 38532 42 38783 41 39033 3 39037 37 39283 2 39286 37 39533 41 39576 1 39783 48 40040 50 40290 50 40541 49 40593 2 40790 50 40843 1 41040 50 41092 5 41290 50 41540 53 41790 58 42040 67 42291 2 42294 1 42296 67 42541 1 42548 65 42798 65 43048 65 43118 2 43291 1 43293 2 43296 67 43549 64 43798 65 44049 71 44308 58 44367 3 44558 58 44807 58 45057 60 45308 59 45368 1 45557 60 45807 60 46065 48 46116 1 46323 38 46573 1 46575 31 46607 1 46609 3 46825 33 46859 2 47077 31 47327 5 47333 25 47579 3 47585 8 47595 6 47603 5
test_mask_872,15815 48 16059 54 16116 1 16309 54 16559 1 16562 51 16812 51 17059 2 17062 51 17309 3 17313 50 17560 54 17618 1 17802 63 17866 4 18049 65 18299 64 18549 64 18799 65 18868 2 19041 1 19048 64 19291 1 19298 65 19541 1 19548 66 19790 5 19796 67 20040 58 20290 50 20342 2 20540 50 20790 51 21040 52 21290 51 21540 52 21593 2 21790 52 21843 1 22033 49 22083 3 22087 3 22283 42 22326 1 22533 41 22783 41 23034 40 23283 40 23533 40 23782 41 24032 41 24282 41 24532 40 24782 40 25032 40 25282 40 25532 40 25782 40 26027 2 26031 41 26277 2 26280 39 26531 36 26781 35 27030 35 27278 1 27280 35 27530 36 27777 2 27780 35 28027 38 28278 37 28530 35 28777 1 28780 35 29027 1 29030 35 29280 35 29527 1 29531 34 29777 2 29780 35 30026 39 30278 1 30280 35 30526 2 30530 35 30780 35 31027 1 31030 35 31278 1 31280 35 31527 1 31530 35 31777 2 31780 35 32026 39 32278 37 32526 1 32530 35 32777 1 32780 35 33027 1 33030 35 33280 35 33530 35 33777 1 33780 35 34027 38 34279 36 34530 35 34780 35 35030 35 35281 34 35531 34 35777 2 35780 35 36027 38 36281 35 36532 33 36782 33 37032 33 37282 34 37532 39 37782 40 38032 41 38282 41 38533 40 38783 40 39033 40 39284 39 39533 41 39784 43 40040 42 40086 1 40290 42 40541 41 40585 3 40790 42 40835 1 40837 1 41040 42 41084 4 41290 42 41540 42 41584 1 41790 51 41842 1 41846 1 42040 65 42291 1 42296 60 42357 5 42541 1 42548 64 42798 64 43041 1 43048 64 43294 1 43296 66 43548 63 43799 64 44049 70 44307 58 44368 1 44557 58 44807 59 45057 60 45307 60 45368 2 45557 63 45807 63 46061 59 46322 36 46359 3 46572 34 46609 4 46822 34 46859 4 47072 40 47322 41 47572 38 47611 2 47830 1 47833 3 47837 2 47845 2
test_mask_873,15083 1 15085 1 15327 1 15333 3 15350 1 15577 1 15584 2 15814 1 15816 4 15821 31 15853 15 16057 62 16306 62 16552 67 16805 64 17056 60 17307 59 17557 58 17617 3 17799 72 18042 2 18048 72 18291 4 18296 71 18368 2 18541 3 18546 1 18548 72 18791 3 18798 72 19041 4 19047 67 19118 2 19291 3 19298 65 19540 4 19548 66 19617 3 19790 73 20040 58 20290 51 20342 3 20346 2 20538 1 20540 51 20790 58 21040 58 21290 58 21540 50 21591 7 21790 58 22034 48 22083 7 22284 41 22536 38 22787 37 23035 2 23038 36 23287 36 23536 37 23785 38 23830 1 24032 41 24282 41 24532 41 24782 40 25032 40 25282 40 25532 40 25782 40 26032 35 26068 4 26281 35 26321 1 26531 34 26781 34 27031 34 27278 1 27280 35 27529 1 27531 34 27777 2 27780 35 28027 38 28278 37 28529 36 28777 1 28781 34 29027 1 29031 34 29277 2 29280 35 29526 2 29529 1 29531 34 29777 38 30026 39 30278 37 30526 1 30529 36 30780 35 31027 1 31029 36 31277 38 31527 38 31777 38 32027 38 32278 37 32529 36 32777 1 32780 35 33027 1 33030 35 33277 2 33280 35 33527 38 33777 38 34027 38 34279 36 34529 1 34531 34 34780 35 35028 1 35030 35 35278 1 35281 34 35527 2 35531 34 35777 38 36027 38 36279 36 36532 33 36782 33 37032 33 37282 34 37532 40 37782 41 38032 41 38282 41 38533 40 38783 40 39033 40 39284 39 39533 41 39784 47 40038 52 40290 50 40540 50 40790 50 41040 50 41290 50 41540 50 41790 57 42040 66 42291 71 42541 1 42548 64 42798 64 43041 1 43048 65 43290 5 43296 66 43548 64 43798 67 44049 71 44307 63 44557 60 44618 1 44807 59 45057 60 45307 60 45557 60 45618 1 45807 60 46061 56 46322 40 46573 39 46823 39 47075 37 47325 38 47577 25 47603 7 47611 2 47845 2
test_mask_874,15334 1 15815 9 15825 2 15828 4 15833 3 15837 26 16059 1 16061 52 16309 54 16559 1 16562 51 16809 2 16812 51 17059 54 17309 54 17559 55 17800 70 18049 66 18116 4 18299 66 18366 4 18549 71 18799 71 19041 1 19048 65 19298 65 19541 1 19548 65 19791 1 19793 2 19796 67 20040 62 20103 2 20290 58 20540 58 20791 58 21041 59 21290 59 21540 58 21599 4 21790 60 22040 54 22095 3 22288 37 22538 1 22540 34 22788 36 23039 35 23289 34 23539 34 23787 36 24033 40 24282 41 24532 41 24782 40 25032 40 25282 40 25532 40 25782 40 26032 37 26070 2 26280 37 26321 1 26531 35 26781 34 27030 35 27280 35 27529 1 27531 34 27778 1 27780 35 28027 38 28279 36 28529 36 28777 1 28780 35 29027 1 29030 35 29277 2 29280 35 29527 38 29777 2 29780 35 30026 39 30277 38 30526 39 30777 1 30780 35 31026 39 31277 2 31280 35 31526 39 31777 2 31780 35 32026 39 32277 38 32526 39 32777 38 33026 39 33277 2 33280 35 33527 38 33777 1 33780 35 34027 38 34278 37 34527 38 34777 1 34780 35 35027 2 35030 35 35277 38 35527 1 35531 34 35777 2 35780 35 36028 37 36279 36 36530 35 36780 36 37031 34 37282 34 37532 40 37782 41 38032 42 38282 42 38533 40 38783 40 39033 40 39284 39 39534 40 39784 47 40038 1 40040 50 40290 50 40540 50 40790 50 41040 50 41094 1 41290 50 41540 50 41592 1 41790 58 42040 66 42291 2 42296 66 42541 1 42548 65 42798 65 43041 1 43048 65 43291 1 43293 70 43543 2 43548 65 43792 3 43797 67 44044 1 44048 71 44307 59 44556 60 44804 1 44806 60 45054 1 45057 60 45307 60 45368 2 45557 63 45807 63 46059 54 46115 2 46322 40 46573 39 46825 37 47075 37 47325 37 47577 36 47830 1 47837 2 47845 3 47853 2
test_mask_875,15817 2 15820 44 16062 1 16064 54 16312 53 16563 51 16814 50 17060 1 17063 51 17310 2 17313 51 17561 1 17563 51 17618 2 17802 68 18049 65 18118 1 18299 65 18549 66 18616 4 18799 66 18867 3 19041 1 19047 66 19298 65 19548 66 19790 73 20040 58 20290 58 20540 50 20592 5 20790 52 20843 5 21040 58 21290 57 21540 57 21790 56 22033 4 22038 1 22040 42 22083 3 22087 3 22283 42 22538 36 22784 1 22789 35 23035 1 23040 34 23290 33 23533 2 23540 33 23783 4 23788 35 24032 41 24282 41 24532 41 24782 40 25032 40 25282 40 25532 40 25782 40 26032 40 26281 41 26532 39 26782 35 26818 2 27032 34 27068 2 27282 34 27532 34 27781 35 28027 39 28277 3 28281 35 28527 2 28531 34 28777 1 28782 33 29026 3 29030 35 29277 2 29282 33 29527 3 29532 33 29777 2 29781 34 30025 40 30277 38 30526 4 30531 34 30777 1 30779 36 31026 39 31277 3 31281 34 31527 3 31531 34 31777 2 31780 35 32025 40 32277 38 32526 4 32531 34 32777 1 32781 34 33026 2 33031 34 33277 2 33281 34 33526 5 33532 33 33776 39 34026 39 34277 38 34527 1 34531 34 34777 2 34780 35 35027 38 35277 38 35527 38 35777 39 35818 3 36026 46 36277 3 36281 41 36526 2 36532 41 36776 2 36781 42 37027 2 37031 42 37277 3 37281 42 37527 1 37530 43 37776 47 38028 46 38278 2 38282 42 38532 43 38782 43 39032 43 39282 43 39532 43 39782 43 40032 43 40282 43 40532 43 40782 42 41032 42 41282 42 41532 42 41782 41 42032 41 42282 41 42532 41 42782 41 43032 41 43282 41 43538 35 43790 33 44048 18 44067 7 44307 9 44317 6 44557 9 44567 6 44807 9 44817 3 44821 2 45057 13 45072 1 45307 13 45322 1 45557 13 45807 12 46060 7
test_mask_876,15334 1 15584 1 15815 25 15841 27 16059 60 16309 60 16559 1 16562 58 16813 57 17059 61 17309 61 17560 61 17800 71 18049 72 18299 72 18549 72 18799 72 19041 3 19048 66 19116 1 19118 2 19291 3 19298 65 19368 2 19540 3 19548 68 19617 4 19790 73 20040 58 20100 2 20290 58 20538 1 20540 58 20790 58 21040 58 21290 58 21540 58 21602 2 21786 62 22033 49 22083 7 22282 43 22326 1 22532 43 22576 1 22782 42 23032 42 23282 42 23532 42 23782 42 24032 41 24282 41 24532 41 24782 40 25032 40 25282 40 25532 40 25782 40 26027 2 26030 37 26068 4 26278 1 26280 36 26531 35 26781 34 27030 35 27280 35 27531 34 27781 34 28028 1 28030 35 28278 1 28280 35 28530 35 28780 35 29030 35 29280 35 29531 34 29780 35 30027 2 30030 35 30278 1 30280 35 30530 35 30780 35 31030 35 31280 35 31531 34 31780 35 32027 2 32030 35 32278 1 32280 35 32530 35 32780 35 33030 35 33280 35 33531 34 33777 2 33780 35 34028 1 34030 35 34281 34 34531 34 34781 34 35030 35 35281 34 35532 33 35780 35 36028 1 36030 35 36068 2 36281 34 36532 33 36782 33 37032 33 37282 34 37532 39 37782 41 38032 41 38283 40 38534 39 38784 39 39036 37 39286 37 39534 40 39576 1 39784 47 40040 50 40290 50 40540 51 40790 50 41040 50 41092 1 41290 50 41540 50 41790 57 42040 66 42291 2 42294 1 42296 62 42359 3 42541 1 42548 64 42798 64 43048 65 43290 2 43293 2 43296 67 43548 65 43798 67 44049 72 44308 62 44558 62 44807 62 45057 60 45118 1 45308 62 45558 61 45808 60 46061 56 46323 40 46573 39 46823 1 46825 37 47075 37 47323 1 47325 38 47573 1 47577 36 47837 2 47845 2 47853 2
